MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:17:32
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141732.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 25.6
Memory(MB) =, 4279
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22351 min:21980 range:371 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.5(CX15-16) 0.4(BX36-37) 4.2(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X29,21224,21438,21517,21535,21474,21562,21570,21569,21573,21502,21598,21571,21595,21701,21556,21593,21648,21593,21488,21653,21593,21597,21672,21639,21569,21712,21580,21699,21678,21711,21722,21714,21713,21609,21831,21695,21794,21794,21863,21809,21778,21712,21907,21841,21874,21797,21894,21892,21845,21900,21781,
X30,21225,21433,21497,21511,21480,21565,21572,21564,21556,21506,21599,21563,21600,21697,21567,21588,21652,21593,21484,21646,21583,21605,21677,21639,21573,21715,21584,21694,21691,21711,21721,21712,21707,21626,21845,21694,21797,21801,21852,21805,21765,21687,21894,21833,21870,21775,21896,21899,21857,21899,21775,
X31,21220,21431,21502,21521,21479,21569,21563,21559,21553,21489,21586,21549,21601,21700,21577,21598,21653,21604,21486,21641,21571,21595,21681,21638,21558,21708,21582,21701,21687,21720,21715,21702,21698,21611,21830,21675,21793,21795,21841,21791,21769,21701,21897,21813,21871,21772,21887,21883,21843,21896,21763,
X32,21240,21441,21527,21534,21498,21592,21595,21586,21581,21527,21618,21572,21628,21719,21598,21612,21660,21620,21512,21660,21605,21614,21680,21654,21578,21735,21593,21717,21702,21729,21734,21721,21701,21618,21855,21699,21814,21814,21863,21810,21789,21721,21920,21858,21889,21799,21899,21899,21851,21913,21781,
X33,21251,21455,21526,21531,21484,21590,21593,21569,21589,21544,21630,21587,21629,21716,21608,21615,21663,21627,21506,21672,21615,21613,21699,21665,21583,21736,21595,21732,21707,21737,21726,21724,21704,21636,21858,21707,21805,21820,21860,21817,21799,21735,21930,21846,21872,21781,21895,21899,21852,21926,21780,
X34,21254,21450,21521,21539,21478,21574,21576,21561,21578,21538,21614,21582,21610,21705,21576,21593,21647,21613,21485,21640,21580,21598,21666,21649,21561,21720,21590,21709,21686,21709,21712,21696,21677,21593,21835,21688,21792,21802,21847,21791,21788,21706,21906,21818,21863,21780,21885,21882,21836,21898,21759,
X35,21245,21445,21518,21526,21490,21568,21574,21555,21568,21533,21616,21572,21603,21685,21569,21579,21636,21588,21493,21625,21575,21580,21656,21635,21556,21713,21576,21698,21676,21713,21702,21705,21687,21589,21838,21677,21777,21788,21831,21789,21778,21708,21903,21836,21858,21778,21871,21883,21828,21879,21738,
X36,21269,21473,21541,21550,21528,21600,21592,21594,21586,21559,21642,21588,21610,21708,21601,21609,21677,21612,21507,21651,21591,21611,21680,21652,21562,21728,21605,21708,21688,21730,21733,21716,21713,21624,21861,21707,21818,21815,21857,21813,21807,21727,21929,21840,21878,21790,21890,21910,21845,21903,21774,
X37,21294,21491,21565,21567,21529,21621,21607,21606,21620,21577,21658,21621,21642,21731,21618,21620,21677,21646,21524,21675,21592,21606,21699,21657,21582,21746,21609,21728,21711,21741,21745,21737,21733,21637,21887,21736,21832,21841,21890,21837,21829,21758,21959,21865,21893,21812,21918,21916,21866,21916,21797,

Sensor data,All Nodes,Exclude 4 Borders(Center)
Maximum,21962,21962
Median,21644,21646
Average,21651,21659
Minimum,21154,21339
Maximum - Minimum,808,623
Checksum1,54C6,Checksum2,54D4


//// 2) Chip ID check
PASS
  Chip: FID:A4 VID:0D RID:03
  Setting:FID:A4(Check) VID:0D(Check) RID:00(Ignore)

//// 3) Load Firmware
PASS
Firmware file: FWCFG\mXT2954T2_0x0D_2.3.AB_PROD.enc
Version match: V23AB


//// 4) Confirm Firmware
PASS
Version match with 0x23AB

//// 6) Load Configure
PASS
Chksum 0x9F1F72 match. Skip configure upgrade



//// 7) Confirm CheckSum
PASS
Chksum 0x9F1F72 match.

//// 14) Reset Pin Open Test
PASS
Time limit < 1 sec
Reset happens at 1 sec

//// 15) INT/CHG Pin Test
PASS


//// 16) Processor Test
PASS


//// 17) AVDD Test
PASS


//// 18) Pin Fault Test
PASS


//// 24) I2C Test
PASS.
    I2C mode: OBP.
    Address 0x4B matches


//// 26) Ref check - 1 region
PASS
    Sensor max:22351 min:21980 range:371
    Reference spec: max:23500 min:20500 range:1800

//// 29) Sensor Variant
PASS
    Sensor pass sensor variant.
Inspector options:
  Inspector Type: 0
  Minimize failure nodes distance: Not allow defect node(stylus project)
  Sensor average: 5799
  X Spec: Positvie 869 (15%)  Negative -695 (-12%)
  Y Spec: Positive 869 (15%)  Negative -695 (-12%)
  Max allowed defect nodes: 0
  X Max Error: Positive 144  Negative -147
  Y Max Error: Positive 61  Negative -55
  Detected defect nodes: 0 (Pass)

// Sensor X line trend data
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,22139,22136,22134,22131,22129,22127,22125,22122,22120,22119,22117,22115,22114,22112,22111,22110,22109,22108,22107,22106,22105,22104,22104,22104,22103,22103,22103,22103,22103,22103,22104,22104,22105,22105,22106,22107,22108,22109,22110,22111,22113,22114,22116,22117,22119,22121,22123,22125,22127,22129,22132
X1,22133,22131,22129,22127,22125,22123,22121,22120,22118,22117,22116,22114,22113,22112,22111,22110,22109,22109,22108,22107,22107,22106,22106,22106,22106,22106,22106,22106,22106,22106,22107,22107,22108,22108,22109,22110,22111,22111,22113,22114,22115,22116,22117,22119,22120,22122,22124,22126,22127,22129,22132
X2,22138,22136,22135,22134,22132,22131,22130,22128,22127,22126,22125,22125,22124,22123,22122,22122,22121,22121,22120,22120,22120,22119,22119,22119,22119,22119,22119,22120,22120,22120,22121,22121,22122,22122,22123,22124,22124,22125,22126,22127,22128,22130,22131,22132,22133,22135,22136,22138,22139,22141,22143
X3,22141,22141,22141,22141,22140,22140,22140,22140,22140,22139,22139,22139,22139,22139,22138,22138,22138,22138,22138,22137,22137,22137,22137,22136,22136,22136,22136,22135,22135,22135,22135,22134,22134,22134,22134,22133,22133,22133,22133,22132,22132,22132,22131,22131,22131,22131,22130,22130,22130,22129,22129
X4,22155,22154,22154,22154,22154,22153,22153,22153,22153,22152,22152,22152,22152,22152,22151,22151,22151,22151,22151,22151,22150,22150,22150,22150,22150,22150,22149,22149,22149,22149,22149,22149,22149,22149,22148,22148,22148,22148,22148,22148,22148,22148,22148,22148,22148,22147,22147,22147,22147,22147,22147
X5,22141,22141,22141,22141,22141,22141,22141,22141,22141,22141,22141,22141,22141,22140,22140,22140,22140,22140,22140,22140,22140,22140,22139,22139,22139,22139,22139,22139,22138,22138,22138,22138,22138,22137,22137,22137,22137,22137,22136,22136,22136,22136,22135,22135,22135,22135,22134,22134,22134,22133,22133
X6,22139,22138,22137,22136,22135,22135,22134,22133,22132,22132,22131,22130,22130,22129,22129,22128,22128,22127,22127,22127,22126,22126,22126,22126,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22126,22126,22126,22127,22127,22127,22128,22128,22129,22129,22130,22130,22131
X7,22145,22143,22142,22140,22138,22137,22135,22134,22133,22132,22130,22129,22128,22127,22127,22126,22125,22124,22124,22123,22123,22123,22122,22122,22122,22122,22122,22122,22122,22123,22123,22123,22124,22124,22125,22126,22126,22127,22128,22129,22130,22131,22133,22134,22135,22137,22138,22140,22141,22143,22145
X8,22140,22139,22138,22137,22136,22135,22134,22133,22133,22132,22131,22130,22130,22129,22129,22128,22128,22127,22127,22127,22126,22126,22126,22126,22125,22125,22125,22125,22125,22125,22125,22126,22126,22126,22126,22127,22127,22127,22128,22128,22129,22129,22130,22130,22131,22132,22133,22133,22134,22135,22136
X9,22155,22154,22153,22152,22151,22150,22150,22149,22148,22147,22147,22146,22146,22145,22145,22144,22144,22144,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22144,22144,22145,22145,22145,22146,22147,22147,22148,22148,22149,22150,22151,22152,22153,22153,22154,22155,22157
X10,22168,22168,22168,22167,22167,22167,22167,22166,22166,22166,22166,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22165,22166,22166,22166,22166,22166,22167,22167,22167,22167,22168,22168,22168,22169,22169,22170,22170,22170,22171
X11,22160,22160,22160,22160,22160,22160,22160,22160,22160,22160,22161,22161,22161,22161,22161,22161,22162,22162,22162,22162,22162,22163,22163,22163,22164,22164,22164,22164,22165,22165,22166,22166,22166,22167,22167,22168,22168,22168,22169,22169,22170,22170,22171,22171,22172,22173,22173,22174,22174,22175,22176
X12,22166,22165,22164,22163,22163,22162,22162,22161,22161,22161,22161,22160,22160,22160,22160,22160,22161,22161,22161,22161,22162,22162,22163,22163,22164,22165,22165,22166,22167,22168,22169,22170,22171,22172,22173,22175,22176,22178,22179,22181,22182,22184,22186,22187,22189,22191,22193,22195,22197,22199,22202
X13,22167,22167,22167,22167,22167,22167,22167,22167,22167,22167,22168,22168,22168,22168,22169,22169,22170,22170,22171,22171,22172,22172,22173,22174,22174,22175,22176,22177,22178,22178,22179,22180,22181,22182,22183,22185,22186,22187,22188,22189,22191,22192,22193,22195,22196,22198,22199,22201,22202,22204,22205
X14,22157,22157,22157,22157,22157,22157,22157,22157,22157,22157,22158,22158,22158,22159,22159,22159,22160,22160,22161,22161,22162,22163,22163,22164,22165,22165,22166,22167,22168,22169,22170,22171,22172,22173,22174,22175,22176,22177,22178,22179,22181,22182,22183,22184,22186,22187,22189,22190,22192,22193,22195
X15,22181,22180,22179,22178,22177,22176,22175,22175,22174,22173,22173,22173,22172,22172,22172,22172,22172,22172,22172,22172,22172,22173,22173,22174,22174,22175,22176,22177,22178,22179,22180,22181,22182,22183,22185,22186,22188,22189,22191,22192,22194,22196,22198,22200,22202,22205,22207,22209,22212,22214,22217
X16,22208,22206,22205,22204,22203,22202,22201,22201,22200,22199,22199,22198,22198,22197,22197,22197,22197,22197,22197,22197,22197,22197,22197,22198,22198,22199,22199,22200,22201,22201,22202,22203,22204,22205,22206,22208,22209,22210,22212,22213,22215,22217,22218,22220,22222,22224,22226,22228,22230,22232,22235
X17,22223,22222,22220,22218,22217,22215,22214,22212,22211,22210,22209,22208,22207,22206,22206,22205,22205,22204,22204,22203,22203,22203,22203,22203,22203,22204,22204,22204,22205,22206,22206,22207,22208,22209,22210,22211,22212,22213,22215,22216,22218,22219,22221,22223,22225,22227,22229,22231,22233,22236,22238
X18,22244,22243,22242,22241,22239,22238,22237,22236,22236,22235,22234,22233,22233,22232,22231,22231,22231,22230,22230,22230,22229,22229,22229,22229,22229,22229,22230,22230,22230,22230,22231,22231,22232,22232,22233,22234,22235,22235,22236,22237,22238,22239,22240,22241,22243,22244,22245,22247,22248,22250,22251
X19,22230,22229,22227,22226,22224,22223,22222,22221,22220,22219,22218,22217,22216,22215,22214,22214,22213,22213,22212,22212,22211,22211,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22210,22211,22211,22211,22212,22212,22213,22213,22214,22215,22216,22217,22217,22218,22219,22220,22222,22223,22224
X20,22219,22217,22216,22214,22212,22211,22210,22208,22207,22206,22205,22204,22203,22202,22201,22200,22199,22199,22198,22197,22197,22196,22196,22196,22196,22195,22195,22195,22195,22195,22196,22196,22196,22196,22197,22197,22198,22198,22199,22200,22201,22201,22202,22203,22204,22206,22207,22208,22209,22211,22212
X21,22235,22233,22231,22229,22227,22225,22223,22222,22220,22219,22217,22216,22215,22214,22213,22212,22211,22210,22210,22209,22209,22208,22208,22208,22207,22207,22207,22207,22208,22208,22208,22209,22209,22210,22210,22211,22212,22213,22214,22215,22216,22217,22219,22220,22222,22223,22225,22227,22229,22231,22233
X22,22224,22222,22220,22218,22216,22214,22212,22210,22209,22207,22206,22204,22203,22202,22201,22200,22199,22198,22197,22197,22196,22196,22196,22195,22195,22195,22195,22195,22195,22196,22196,22196,22197,22198,22198,22199,22200,22201,22202,22204,22205,22206,22208,22209,22211,22213,22215,22217,22219,22221,22223
X23,22212,22210,22209,22207,22205,22204,22202,22201,22199,22198,22197,22195,22194,22193,22192,22191,22190,22190,22189,22188,22188,22187,22187,22186,22186,22186,22186,22186,22186,22186,22186,22186,22186,22186,22187,22187,22188,22188,22189,22190,22191,22191,22192,22193,22194,22196,22197,22198,22199,22201,22202
X24,22202,22200,22198,22197,22195,22193,22192,22190,22189,22188,22186,22185,22184,22183,22182,22181,22181,22180,22179,22179,22178,22178,22177,22177,22177,22177,22176,22176,22176,22177,22177,22177,22177,22178,22178,22179,22180,22180,22181,22182,22183,22184,22185,22186,22187,22188,22190,22191,22193,22194,22196
X25,22208,22205,22203,22201,22199,22197,22196,22194,22193,22191,22190,22189,22187,22186,22185,22184,22184,22183,22182,22182,22181,22181,22181,22181,22181,22181,22181,22181,22181,22182,22182,22183,22183,22184,22185,22186,22187,22188,22189,22191,22192,22194,22195,22197,22199,22201,22202,22205,22207,22209,22211
X26,22216,22214,22212,22210,22208,22207,22205,22204,22202,22201,22199,22198,22197,22196,22195,22194,22193,22192,22192,22191,22190,22190,22190,22189,22189,22189,22189,22189,22189,22189,22189,22189,22190,22190,22191,22191,22192,22193,22194,22194,22195,22197,22198,22199,22200,22201,22203,22204,22206,22208,22209
X27,22226,22224,22222,22220,22218,22216,22215,22213,22212,22210,22209,22208,22207,22205,22204,22204,22203,22202,22201,22201,22200,22200,22199,22199,22199,22199,22199,22199,22199,22199,22200,22200,22200,22201,22202,22202,22203,22204,22205,22206,22207,22208,22209,22211,22212,22214,22215,22217,22219,22221,22223
X28,22235,22233,22231,22230,22228,22226,22225,22223,22222,22221,22220,22218,22217,22216,22215,22215,22214,22213,22213,22212,22212,22211,22211,22211,22210,22210,22210,22210,22210,22211,22211,22211,22212,22212,22213,22213,22214,22215,22216,22217,22218,22219,22220,22221,22223,22224,22225,22227,22229,22230,22232
X29,22210,22209,22207,22205,22204,22202,22201,22199,22198,22197,22196,22195,22194,22193,22192,22191,22191,22190,22189,22189,22188,22188,22188,22187,22187,22187,22187,22187,22187,22187,22188,22188,22188,22189,22189,22190,22190,22191,22192,22193,22194,22195,22196,22197,22198,22199,22201,22202,22204,22205,22207
X30,22213,22212,22211,22210,22209,22209,22208,22207,22206,22206,22205,22204,22204,22203,22203,22202,22202,22201,22201,22201,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22201,22201,22201,22202,22202,22202,22203,22203,22204,22205,22205,22206,22207,22207,22208,22209
X31,22220,22219,22218,22217,22216,22215,22214,22213,22212,22211,22210,22209,22209,22208,22207,22207,22206,22205,22205,22204,22204,22203,22203,22202,22202,22202,22201,22201,22201,22201,22201,22201,22201,22200,22200,22201,22201,22201,22201,22201,22201,22202,22202,22202,22203,22203,22203,22204,22204,22205,22205
X32,22234,22232,22230,22229,22227,22226,22224,22223,22222,22220,22219,22218,22217,22216,22215,22214,22213,22212,22211,22211,22210,22210,22209,22209,22208,22208,22207,22207,22207,22207,22207,22207,22207,22207,22207,22207,22207,22208,22208,22209,22209,22210,22210,22211,22212,22212,22213,22214,22215,22216,22217
X33,22240,22238,22237,22235,22234,22233,22232,22230,22229,22228,22227,22226,22225,22224,22223,22222,22222,22221,22220,22219,22219,22218,22218,22217,22217,22216,22216,22215,22215,22215,22214,22214,22214,22214,22214,22214,22214,22214,22214,22214,22214,22214,22215,22215,22215,22215,22216,22216,22217,22217,22218
X34,22234,22231,22228,22225,22223,22220,22218,22215,22213,22211,22209,22207,22205,22203,22202,22200,22199,22197,22196,22195,22194,22193,22192,22191,22190,22190,22189,22189,22188,22188,22188,22188,22188,22188,22188,22189,22189,22190,22190,22191,22192,22193,22193,22195,22196,22197,22198,22200,22201,22203,22205
X35,22238,22234,22231,22228,22225,22222,22220,22217,22215,22212,22210,22208,22205,22203,22202,22200,22198,22197,22195,22194,22192,22191,22190,22189,22189,22188,22187,22187,22186,22186,22186,22186,22186,22186,22186,22186,22187,22187,22188,22189,22190,22191,22192,22193,22194,22195,22197,22198,22200,22202,22204
X36,22272,22268,22264,22260,22257,22253,22249,22246,22243,22240,22237,22234,22232,22229,22227,22224,22222,22220,22219,22217,22215,22214,22213,22211,22210,22209,22209,22208,22208,22207,22207,22207,22207,22207,22208,22208,22209,22209,22210,22211,22212,22214,22215,22216,22218,22220,22222,22224,22226,22229,22231
X37,22302,22297,22293,22289,22286,22282,22278,22275,22272,22269,22266,22263,22260,22258,22255,22253,22251,22249,22247,22245,22244,22242,22241,22240,22239,22238,22238,22237,22237,22236,22236,22236,22236,22237,22237,22238,22238,22239,22240,22241,22243,22244,22246,22247,22249,22251,22253,22256,22258,22261,22263

// Sensor Y line trend data
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,22101,22101,22134,22135,22096,22108,22148,22125,22097,22108,22123,22106,22202,22204,22125,22146,22156,22095,21979,22110,22024,22100,22146,22084,22026,22117,22014,22161,22109,22153,22123,22110,22046,22043,22204,22139,22110,22121,22137,22067,22079,22033,22182,22155,22126,22050,22167,22125,22104,22161,22034
X1,22101,22105,22139,22140,22101,22113,22151,22129,22103,22111,22128,22112,22210,22211,22131,22153,22162,22101,21985,22118,22032,22106,22151,22092,22033,22121,22019,22166,22115,22158,22128,22118,22053,22049,22208,22144,22116,22126,22143,22074,22087,22038,22190,22162,22133,22058,22174,22133,22112,22169,22043
X2,22102,22108,22144,22146,22106,22117,22155,22133,22108,22115,22134,22117,22217,22217,22136,22160,22169,22108,21992,22126,22039,22111,22156,22099,22039,22126,22024,22171,22121,22163,22134,22125,22060,22055,22212,22149,22122,22132,22150,22081,22095,22042,22198,22170,22140,22065,22181,22140,22120,22177,22051
X3,22102,22112,22149,22152,22111,22121,22159,22138,22112,22119,22139,22123,22225,22223,22142,22167,22175,22113,21998,22134,22046,22116,22161,22105,22045,22131,22028,22176,22127,22168,22140,22131,22067,22061,22215,22154,22128,22137,22156,22088,22102,22047,22205,22177,22147,22072,22188,22148,22128,22184,22059
X4,22103,22115,22154,22157,22116,22126,22162,22142,22117,22123,22145,22128,22232,22229,22147,22173,22181,22119,22004,22141,22052,22122,22166,22112,22051,22135,22033,22180,22133,22172,22145,22138,22073,22066,22218,22159,22133,22142,22162,22095,22109,22051,22213,22184,22154,22079,22194,22155,22135,22191,22067
X5,22104,22119,22158,22163,22121,22130,22166,22146,22122,22127,22150,22133,22239,22235,22152,22179,22187,22125,22010,22149,22058,22127,22170,22118,22056,22140,22037,22185,22139,22176,22150,22144,22079,22071,22222,22163,22138,22147,22168,22101,22115,22055,22219,22190,22160,22086,22200,22162,22142,22198,22075
X6,22105,22122,22163,22168,22126,22134,22170,22150,22126,22131,22155,22138,22245,22240,22157,22185,22193,22130,22016,22155,22065,22132,22175,22124,22062,22144,22041,22189,22144,22181,22154,22150,22085,22076,22225,22167,22144,22152,22173,22107,22122,22059,22226,22196,22166,22092,22206,22169,22149,22205,22082
X7,22106,22126,22167,22173,22131,22138,22173,22153,22131,22135,22160,22143,22252,22245,22161,22191,22199,22135,22021,22162,22070,22136,22179,22130,22067,22148,22045,22193,22149,22185,22159,22155,22090,22080,22228,22171,22148,22157,22179,22113,22128,22063,22232,22202,22172,22098,22212,22175,22155,22211,22089
X8,22108,22129,22172,22178,22135,22143,22177,22157,22135,22138,22164,22148,22257,22250,22166,22197,22204,22141,22026,22169,22076,22141,22184,22136,22072,22152,22049,22197,22154,22189,22163,22161,22096,22085,22231,22175,22153,22162,22184,22119,22134,22067,22238,22208,22178,22104,22217,22181,22161,22217,22096
X9,22109,22133,22176,22182,22140,22147,22180,22161,22139,22142,22169,22152,22263,22255,22170,22202,22209,22146,22031,22175,22082,22146,22188,22141,22076,22156,22053,22201,22159,22192,22167,22166,22101,22089,22234,22179,22158,22166,22189,22124,22140,22071,22244,22213,22183,22110,22223,22187,22167,22223,22102
X10,22111,22136,22180,22187,22144,22151,22184,22164,22143,22146,22173,22156,22268,22260,22174,22207,22215,22150,22036,22181,22087,22150,22192,22146,22081,22160,22057,22204,22163,22196,22171,22171,22105,22093,22237,22183,22162,22170,22194,22129,22145,22074,22249,22218,22188,22115,22228,22192,22172,22228,22108
X11,22113,22140,22184,22192,22149,22155,22187,22168,22147,22149,22177,22161,22274,22264,22178,22212,22220,22155,22041,22186,22092,22154,22196,22151,22085,22164,22060,22208,22168,22199,22175,22175,22110,22097,22239,22186,22166,22175,22198,22134,22150,22078,22254,22222,22193,22120,22232,22197,22177,22233,22114
X12,22114,22143,22188,22196,22153,22159,22191,22171,22150,22153,22181,22165,22278,22268,22182,22217,22225,22160,22046,22192,22096,22158,22200,22156,22089,22167,22063,22211,22172,22203,22178,22180,22114,22100,22242,22189,22170,22179,22202,22138,22155,22082,22259,22227,22197,22124,22237,22202,22182,22238,22119
X13,22116,22147,22192,22200,22157,22163,22194,22175,22154,22156,22185,22169,22283,22272,22186,22222,22229,22164,22050,22197,22101,22162,22204,22160,22093,22171,22066,22214,22176,22206,22182,22184,22118,22103,22244,22192,22174,22182,22206,22143,22160,22085,22263,22231,22201,22129,22241,22206,22186,22242,22124
X14,22119,22150,22196,22204,22161,22167,22197,22178,22158,22160,22189,22172,22287,22275,22189,22226,22234,22168,22054,22202,22105,22166,22208,22164,22097,22174,22069,22217,22179,22209,22185,22187,22121,22106,22247,22195,22177,22186,22210,22147,22164,22088,22268,22234,22205,22133,22245,22210,22191,22247,22129
X15,22121,22153,22199,22208,22165,22171,22201,22181,22161,22163,22193,22176,22291,22278,22193,22230,22238,22172,22058,22206,22109,22170,22212,22169,22100,22178,22072,22219,22182,22212,22187,22191,22124,22109,22249,22198,22181,22190,22214,22151,22169,22092,22271,22238,22209,22137,22248,22214,22194,22250,22134
X16,22123,22157,22203,22212,22169,22175,22204,22184,22164,22167,22196,22179,22294,22281,22196,22234,22243,22176,22062,22211,22113,22173,22215,22172,22103,22181,22074,22221,22186,22214,22190,22194,22127,22112,22251,22200,22184,22193,22217,22154,22172,22095,22275,22241,22213,22140,22252,22218,22198,22254,22138
X17,22126,22160,22206,22216,22173,22178,22207,22187,22167,22170,22199,22182,22297,22284,22199,22238,22247,22180,22066,22215,22116,22177,22219,22176,22106,22184,22076,22224,22189,22217,22192,22197,22130,22114,22253,22203,22186,22196,22220,22158,22176,22098,22278,22243,22216,22144,22255,22221,22201,22257,22142
X18,22129,22164,22210,22219,22177,22182,22211,22190,22170,22174,22203,22185,22300,22287,22202,22242,22251,22184,22069,22218,22120,22180,22222,22179,22109,22187,22078,22226,22191,22220,22194,22200,22133,22116,22255,22205,22189,22199,22223,22161,22180,22101,22281,22246,22219,22147,22257,22224,22204,22260,22145
X19,22131,22167,22213,22223,22181,22186,22214,22192,22173,22177,22206,22188,22303,22289,22205,22245,22255,22187,22072,22222,22123,22183,22225,22182,22112,22189,22080,22227,22194,22222,22196,22202,22135,22118,22257,22207,22192,22202,22226,22163,22183,22104,22284,22248,22221,22149,22260,22227,22206,22263,22148
X20,22134,22170,22216,22226,22185,22190,22217,22195,22176,22180,22208,22191,22305,22291,22207,22248,22258,22190,22075,22225,22125,22186,22228,22185,22114,22192,22082,22229,22196,22224,22198,22205,22137,22120,22259,22209,22194,22205,22228,22166,22186,22107,22287,22250,22224,22152,22262,22229,22209,22266,22151
X21,22137,22174,22219,22229,22188,22194,22220,22198,22178,22184,22211,22193,22307,22293,22209,22251,22262,22193,22078,22228,22128,22189,22232,22188,22116,22195,22084,22230,22198,22226,22199,22207,22138,22121,22260,22210,22196,22207,22230,22168,22188,22109,22289,22251,22226,22154,22264,22231,22210,22268,22154
X22,22141,22177,22222,22232,22192,22197,22223,22200,22181,22187,22214,22196,22309,22295,22212,22254,22265,22196,22081,22231,22130,22192,22235,22191,22118,22197,22085,22231,22200,22228,22201,22208,22139,22123,22262,22212,22198,22210,22232,22170,22191,22112,22291,22252,22228,22156,22266,22233,22212,22270,22156
X23,22144,22181,22225,22235,22195,22201,22227,22202,22183,22190,22216,22198,22311,22296,22214,22257,22269,22199,22083,22233,22133,22194,22237,22193,22120,22199,22086,22232,22201,22230,22202,22210,22140,22124,22263,22213,22200,22212,22234,22172,22193,22114,22292,22253,22229,22157,22268,22235,22213,22271,22158
X24,22147,22184,22228,22237,22199,22205,22230,22205,22185,22193,22218,22200,22312,22297,22216,22259,22272,22202,22085,22236,22134,22197,22240,22195,22121,22202,22087,22233,22203,22231,22202,22211,22141,22125,22265,22214,22201,22214,22235,22174,22195,22117,22293,22254,22231,22159,22269,22236,22214,22273,22159
