MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:18:18
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141818.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 25.7
Memory(MB) =, 4277
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22351 min:21976 range:375 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.6(CX15-16) 0.4(BX36-37) 4.2(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X29,21229,21443,21524,21542,21479,21568,21573,21575,21574,21506,21600,21574,21597,21704,21561,21596,21652,21596,21492,21657,21598,21601,21675,21642,21573,21717,21585,21702,21680,21717,21725,21717,21717,21612,21836,21697,21798,21797,21867,21815,21783,21716,21911,21845,21880,21800,21897,21896,21846,21905,21787,
X30,21222,21430,21496,21511,21475,21560,21568,21560,21554,21504,21594,21560,21596,21697,21565,21585,21651,21588,21482,21645,21583,21601,21674,21637,21569,21712,21582,21691,21689,21710,21718,21709,21704,21625,21840,21692,21796,21797,21851,21806,21763,21683,21892,21831,21866,21774,21895,21895,21855,21899,21775,
X31,21226,21439,21511,21526,21485,21575,21570,21568,21560,21497,21593,21556,21608,21707,21587,21606,21660,21609,21495,21650,21576,21603,21686,21644,21566,21716,21590,21706,21692,21726,21721,21709,21705,21619,21835,21681,21800,21801,21849,21799,21777,21708,21905,21820,21878,21779,21894,21887,21848,21906,21772,
X32,21239,21440,21528,21534,21495,21590,21594,21584,21580,21527,21615,21570,21625,21720,21598,21610,21660,21620,21509,21659,21601,21613,21677,21652,21577,21730,21590,21716,21698,21728,21730,21718,21699,21617,21851,21696,21813,21811,21863,21809,21786,21720,21920,21856,21885,21797,21895,21897,21849,21913,21780,
X33,21244,21451,21522,21527,21478,21585,21588,21564,21581,21538,21622,21581,21624,21711,21602,21611,21656,21621,21503,21666,21610,21606,21694,21658,21575,21731,21590,21725,21699,21732,21719,21718,21697,21631,21852,21700,21799,21813,21854,21813,21792,21730,21925,21840,21868,21775,21889,21892,21847,21921,21776,
X34,21248,21447,21518,21536,21475,21572,21572,21560,21573,21534,21611,21580,21609,21703,21573,21589,21643,21609,21483,21637,21577,21595,21665,21649,21558,21718,21586,21708,21684,21708,21708,21694,21675,21591,21833,21686,21790,21801,21846,21793,21787,21704,21906,21816,21862,21780,21884,21879,21834,21896,21760,
X35,21248,21448,21519,21528,21493,21569,21576,21558,21569,21536,21615,21575,21606,21688,21573,21581,21635,21589,21493,21629,21577,21582,21660,21637,21559,21714,21577,21697,21679,21716,21702,21707,21688,21591,21841,21679,21779,21789,21833,21792,21779,21710,21904,21838,21861,21779,21873,21882,21831,21882,21740,
X36,21269,21474,21542,21553,21527,21600,21595,21595,21586,21558,21642,21589,21612,21709,21601,21608,21675,21610,21507,21651,21591,21609,21681,21654,21562,21728,21604,21706,21688,21731,21733,21716,21714,21623,21860,21705,21819,21814,21857,21812,21809,21728,21927,21840,21876,21793,21892,21911,21842,21904,21773,
X37,21296,21490,21568,21568,21529,21621,21608,21606,21620,21576,21658,21621,21642,21729,21618,21621,21676,21645,21524,21675,21592,21606,21700,21657,21582,21746,21610,21726,21711,21741,21746,21736,21733,21637,21886,21735,21833,21841,21892,21839,21830,21760,21960,21866,21895,21814,21919,21918,21865,21917,21797,

Sensor data,All Nodes,Exclude 4 Borders(Center)
Maximum,21962,21962
Median,21645,21646
Average,21651,21659
Minimum,21161,21339
Maximum - Minimum,801,623
Checksum1,55AA,Checksum2,52A2


//// 2) Chip ID check
PASS
  Chip: FID:A4 VID:0D RID:03
  Setting:FID:A4(Check) VID:0D(Check) RID:00(Ignore)

//// 3) Load Firmware
PASS
Firmware file: FWCFG\mXT2954T2_0x0D_2.3.AB_PROD.enc
Version match: V23AB


//// 4) Confirm Firmware
PASS
Version match with 0x23AB

//// 6) Load Configure
PASS
Chksum 0x9F1F72 match. Skip configure upgrade



//// 7) Confirm CheckSum
PASS
Chksum 0x9F1F72 match.

//// 14) Reset Pin Open Test
PASS
Time limit < 1 sec
Reset happens at 1 sec

//// 15) INT/CHG Pin Test
PASS


//// 16) Processor Test
PASS


//// 17) AVDD Test
PASS


//// 18) Pin Fault Test
PASS


//// 24) I2C Test
PASS.
    I2C mode: OBP.
    Address 0x4B matches


//// 26) Ref check - 1 region
PASS
    Sensor max:22351 min:21976 range:375
    Reference spec: max:23500 min:20500 range:1800

//// 29) Sensor Variant
PASS
    Sensor pass sensor variant.
Inspector options:
  Inspector Type: 0
  Minimize failure nodes distance: Not allow defect node(stylus project)
  Sensor average: 5797
  X Spec: Positvie 869 (15%)  Negative -695 (-12%)
  Y Spec: Positive 869 (15%)  Negative -695 (-12%)
  Max allowed defect nodes: 0
  X Max Error: Positive 143  Negative -147
  Y Max Error: Positive 61  Negative -56
  Detected defect nodes: 0 (Pass)

// Sensor X line trend data
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,22136,22133,22131,22128,22126,22123,22121,22119,22117,22115,22113,22112,22110,22109,22107,22106,22105,22104,22103,22102,22101,22101,22100,22100,22100,22099,22099,22099,22099,22100,22100,22100,22101,22101,22102,22103,22104,22105,22106,22108,22109,22110,22112,22114,22116,22117,22119,22122,22124,22126,22129
X1,22132,22130,22128,22126,22124,22122,22121,22119,22118,22116,22115,22113,22112,22111,22110,22109,22108,22108,22107,22106,22106,22106,22105,22105,22105,22105,22105,22105,22105,22105,22106,22106,22107,22107,22108,22109,22110,22111,22112,22113,22114,22116,22117,22119,22120,22122,22124,22125,22127,22129,22131
X2,22134,22133,22132,22130,22129,22128,22127,22126,22125,22124,22123,22122,22122,22121,22120,22120,22119,22119,22119,22118,22118,22118,22118,22118,22118,22118,22118,22118,22119,22119,22119,22120,22120,22121,22122,22122,22123,22124,22125,22126,22127,22128,22129,22130,22132,22133,22135,22136,22138,22139,22141
X3,22135,22135,22135,22134,22134,22134,22134,22134,22133,22133,22133,22133,22133,22132,22132,22132,22132,22131,22131,22131,22131,22131,22130,22130,22130,22130,22129,22129,22129,22129,22128,22128,22128,22127,22127,22127,22127,22126,22126,22126,22125,22125,22125,22125,22124,22124,22124,22123,22123,22123,22122
X4,22150,22149,22149,22149,22149,22148,22148,22148,22148,22147,22147,22147,22147,22147,22146,22146,22146,22146,22146,22145,22145,22145,22145,22145,22145,22144,22144,22144,22144,22144,22144,22144,22144,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22143,22142,22142,22142,22142,22142,22142
X5,22133,22133,22133,22133,22133,22132,22132,22132,22132,22132,22132,22132,22132,22132,22131,22131,22131,22131,22131,22131,22130,22130,22130,22130,22130,22129,22129,22129,22129,22129,22128,22128,22128,22128,22127,22127,22127,22127,22126,22126,22126,22125,22125,22125,22124,22124,22124,22124,22123,22123,22122
X6,22137,22136,22135,22134,22133,22133,22132,22131,22131,22130,22129,22129,22128,22128,22127,22127,22126,22126,22126,22125,22125,22125,22124,22124,22124,22124,22124,22124,22123,22123,22123,22123,22123,22123,22124,22124,22124,22124,22124,22124,22125,22125,22125,22126,22126,22127,22127,22127,22128,22128,22129
X7,22141,22139,22138,22136,22134,22133,22131,22130,22129,22128,22126,22125,22124,22123,22123,22122,22121,22120,22120,22119,22119,22119,22118,22118,22118,22118,22118,22118,22118,22118,22119,22119,22119,22120,22121,22121,22122,22123,22124,22125,22126,22127,22128,22129,22130,22132,22133,22135,22136,22138,22140
X8,22135,22134,22133,22132,22132,22131,22130,22129,22128,22128,22127,22126,22126,22125,22125,22124,22124,22123,22123,22123,22122,22122,22122,22122,22121,22121,22121,22121,22121,22121,22121,22121,22122,22122,22122,22122,22123,22123,22123,22124,22124,22125,22125,22126,22126,22127,22128,22128,22129,22130,22131
X9,22155,22154,22153,22152,22151,22150,22149,22149,22148,22147,22146,22146,22145,22145,22144,22144,22143,22143,22143,22142,22142,22142,22142,22142,22141,22141,22141,22141,22142,22142,22142,22142,22142,22143,22143,22143,22144,22144,22145,22145,22146,22147,22147,22148,22149,22150,22150,22151,22152,22153,22154
X10,22173,22173,22173,22172,22172,22171,22171,22171,22170,22170,22170,22170,22169,22169,22169,22169,22169,22169,22169,22168,22168,22168,22168,22168,22168,22168,22168,22169,22169,22169,22169,22169,22169,22169,22170,22170,22170,22170,22171,22171,22171,22172,22172,22172,22173,22173,22174,22174,22175,22175,22176
X11,22159,22158,22158,22158,22158,22158,22158,22158,22158,22158,22158,22158,22158,22158,22158,22158,22159,22159,22159,22159,22159,22160,22160,22160,22160,22161,22161,22161,22162,22162,22162,22163,22163,22164,22164,22165,22165,22166,22166,22167,22167,22168,22168,22169,22170,22170,22171,22172,22172,22173,22174
X12,22165,22165,22164,22163,22163,22162,22162,22161,22161,22161,22161,22160,22160,22160,22160,22160,22161,22161,22161,22161,22162,22162,22163,22163,22164,22165,22165,22166,22167,22168,22169,22170,22171,22172,22174,22175,22176,22178,22179,22181,22183,22184,22186,22188,22190,22192,22194,22196,22198,22200,22202
X13,22161,22161,22161,22161,22161,22161,22161,22161,22162,22162,22162,22163,22163,22163,22164,22164,22165,22165,22166,22166,22167,22168,22168,22169,22170,22170,22171,22172,22173,22174,22175,22176,22177,22178,22179,22180,22181,22182,22183,22184,22186,22187,22188,22190,22191,22192,22194,22195,22197,22198,22200
X14,22157,22157,22157,22157,22157,22157,22158,22158,22158,22158,22158,22159,22159,22159,22160,22160,22161,22161,22162,22162,22163,22163,22164,22165,22165,22166,22167,22168,22168,22169,22170,22171,22172,22173,22174,22175,22176,22178,22179,22180,22181,22182,22184,22185,22186,22188,22189,22191,22192,22194,22195
X15,22177,22175,22174,22173,22172,22171,22171,22170,22169,22169,22168,22168,22167,22167,22167,22167,22167,22167,22167,22167,22167,22168,22168,22168,22169,22170,22170,22171,22172,22173,22174,22175,22176,22178,22179,22180,22182,22183,22185,22187,22189,22191,22193,22195,22197,22199,22201,22203,22206,22208,22211
X16,22211,22210,22209,22208,22207,22206,22205,22205,22204,22203,22203,22202,22202,22202,22201,22201,22201,22201,22201,22201,22201,22202,22202,22202,22203,22203,22204,22204,22205,22206,22207,22208,22209,22210,22211,22212,22213,22215,22216,22217,22219,22221,22222,22224,22226,22228,22230,22232,22234,22236,22238
X17,22220,22218,22216,22215,22213,22212,22210,22209,22208,22207,22206,22205,22204,22203,22202,22202,22201,22201,22200,22200,22200,22200,22200,22200,22200,22200,22200,22201,22201,22202,22203,22203,22204,22205,22206,22207,22208,22210,22211,22212,22214,22216,22217,22219,22221,22223,22225,22227,22229,22232,22234
X18,22235,22234,22232,22231,22230,22229,22227,22226,22225,22225,22224,22223,22222,22222,22221,22220,22220,22220,22219,22219,22219,22219,22218,22218,22218,22219,22219,22219,22219,22219,22220,22220,22221,22221,22222,22223,22224,22224,22225,22226,22227,22228,22229,22231,22232,22233,22235,22236,22238,22239,22241
X19,22225,22224,22223,22221,22220,22219,22218,22217,22216,22215,22214,22213,22212,22211,22210,22210,22209,22209,22208,22208,22207,22207,22207,22206,22206,22206,22206,22206,22206,22206,22206,22206,22207,22207,22207,22208,22208,22209,22209,22210,22211,22211,22212,22213,22214,22215,22216,22217,22218,22219,22220
X20,22225,22224,22222,22221,22219,22218,22216,22215,22214,22213,22212,22211,22210,22209,22208,22207,22207,22206,22205,22205,22204,22204,22204,22204,22203,22203,22203,22203,22203,22203,22204,22204,22204,22205,22205,22206,22206,22207,22208,22208,22209,22210,22211,22212,22213,22214,22216,22217,22218,22220,22221
X21,22233,22231,22229,22227,22225,22223,22221,22220,22218,22217,22215,22214,22213,22211,22210,22209,22209,22208,22207,22206,22206,22206,22205,22205,22205,22205,22205,22205,22205,22205,22205,22206,22206,22207,22208,22208,22209,22210,22211,22212,22213,22215,22216,22218,22219,22221,22222,22224,22226,22228,22230
X22,22219,22217,22215,22213,22211,22209,22207,22205,22204,22202,22201,22199,22198,22197,22196,22195,22194,22193,22192,22192,22191,22191,22190,22190,22190,22190,22190,22190,22190,22190,22191,22191,22192,22193,22193,22194,22195,22196,22197,22198,22200,22201,22203,22204,22206,22208,22209,22211,22213,22216,22218
X23,22215,22213,22211,22209,22207,22206,22204,22203,22201,22200,22199,22197,22196,22195,22194,22193,22192,22191,22191,22190,22189,22189,22188,22188,22188,22187,22187,22187,22187,22187,22187,22187,22188,22188,22188,22189,22189,22190,22190,22191,22192,22193,22194,22195,22196,22197,22198,22199,22201,22202,22203
X24,22202,22200,22198,22196,22195,22193,22192,22190,22189,22188,22187,22186,22185,22184,22183,22182,22181,22180,22180,22179,22179,22178,22178,22178,22178,22177,22177,22177,22177,22177,22178,22178,22178,22179,22179,22180,22180,22181,22182,22183,22184,22184,22186,22187,22188,22189,22190,22192,22193,22195,22196
X25,22205,22203,22201,22199,22197,22195,22193,22192,22190,22189,22187,22186,22185,22184,22183,22182,22181,22180,22180,22179,22179,22178,22178,22178,22178,22178,22178,22178,22178,22179,22179,22180,22180,22181,22182,22183,22184,22185,22186,22188,22189,22190,22192,22194,22195,22197,22199,22201,22203,22206,22208
X26,22217,22215,22213,22211,22210,22208,22207,22205,22204,22203,22201,22200,22199,22198,22197,22196,22196,22195,22194,22194,22193,22193,22192,22192,22192,22192,22192,22192,22192,22192,22192,22193,22193,22193,22194,22194,22195,22196,22197,22198,22199,22200,22201,22202,22203,22204,22206,22207,22209,22210,22212
X27,22226,22224,22222,22220,22218,22217,22215,22214,22212,22211,22209,22208,22207,22206,22205,22204,22203,22202,22202,22201,22200,22200,22200,22199,22199,22199,22199,22199,22199,22199,22200,22200,22200,22201,22201,22202,22203,22204,22205,22205,22207,22208,22209,22210,22212,22213,22215,22216,22218,22220,22222
X28,22233,22231,22229,22228,22226,22225,22223,22222,22220,22219,22218,22217,22216,22215,22214,22213,22212,22211,22211,22210,22210,22209,22209,22209,22209,22208,22208,22208,22209,22209,22209,22209,22210,22210,22211,22211,22212,22213,22214,22215,22216,22217,22218,22219,22220,22222,22223,22225,22226,22228,22230
X29,22211,22209,22208,22206,22205,22203,22202,22201,22200,22198,22197,22196,22195,22195,22194,22193,22192,22192,22191,22191,22190,22190,22189,22189,22189,22189,22189,22189,22189,22189,22189,22189,22190,22190,22191,22191,22192,22192,22193,22194,22195,22195,22196,22197,22198,22200,22201,22202,22203,22205,22206
X30,22210,22209,22208,22207,22206,22205,22204,22203,22203,22202,22201,22201,22200,22199,22199,22198,22198,22197,22197,22197,22196,22196,22196,22196,22195,22195,22195,22195,22195,22195,22195,22195,22195,22196,22196,22196,22196,22197,22197,22197,22198,22198,22199,22199,22200,22200,22201,22202,22202,22203,22204
X31,22218,22217,22215,22214,22213,22212,22211,22210,22209,22208,22207,22206,22205,22204,22203,22203,22202,22201,22201,22200,22199,22199,22198,22198,22198,22197,22197,22197,22196,22196,22196,22196,22196,22196,22196,22196,22196,22196,22196,22196,22196,22197,22197,22197,22198,22198,22199,22199,22200,22200,22201
X32,22225,22223,22222,22220,22219,22218,22216,22215,22214,22212,22211,22210,22209,22208,22207,22206,22205,22205,22204,22203,22203,22202,22202,22201,22201,22200,22200,22200,22199,22199,22199,22199,22199,22199,22199,22200,22200,22200,22200,22201,22201,22202,22202,22203,22203,22204,22205,22206,22206,22207,22208
X33,22232,22231,22229,22228,22227,22225,22224,22223,22222,22221,22220,22219,22218,22217,22216,22215,22214,22213,22213,22212,22211,22211,22210,22209,22209,22208,22208,22208,22207,22207,22207,22206,22206,22206,22206,22206,22206,22206,22206,22206,22206,22206,22206,22207,22207,22207,22208,22208,22208,22209,22209
X34,22232,22229,22226,22224,22221,22219,22216,22214,22212,22210,22208,22206,22204,22202,22200,22199,22197,22196,22195,22194,22192,22191,22191,22190,22189,22188,22188,22187,22187,22187,22187,22187,22187,22187,22187,22187,22187,22188,22189,22189,22190,22191,22192,22193,22194,22195,22196,22198,22199,22201,22202
X35,22237,22234,22231,22227,22224,22221,22219,22216,22213,22211,22208,22206,22204,22202,22200,22198,22196,22195,22193,22192,22190,22189,22188,22187,22186,22186,22185,22185,22184,22184,22184,22184,22184,22184,22184,22184,22185,22186,22186,22187,22188,22189,22190,22191,22193,22194,22196,22198,22199,22201,22203
X36,22272,22268,22264,22260,22257,22253,22250,22246,22243,22240,22237,22234,22232,22229,22227,22224,22222,22220,22219,22217,22215,22214,22213,22211,22210,22210,22209,22208,22208,22207,22207,22207,22207,22207,22208,22208,22209,22210,22210,22211,22213,22214,22215,22217,22219,22220,22222,22224,22227,22229,22232
X37,22302,22298,22293,22289,22285,22281,22278,22274,22271,22268,22265,22262,22259,22256,22254,22251,22249,22247,22245,22244,22242,22240,22239,22238,22237,22236,22235,22235,22235,22234,22234,22234,22234,22235,22235,22236,22237,22238,22239,22240,22241,22243,22244,22246,22248,22250,22253,22255,22258,22260,22263

// Sensor Y line trend data
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,22096,22098,22130,22130,22092,22105,22143,22121,22092,22106,22118,22103,22197,22200,22120,22140,22150,22091,21976,22107,22020,22097,22141,22080,22022,22113,22010,22157,22105,22148,22118,22108,22040,22037,22198,22135,22106,22117,22131,22063,22074,22028,22178,22150,22121,22047,22163,22119,22099,22157,22031
X1,22096,22102,22135,22136,22097,22109,22147,22126,22098,22110,22124,22109,22205,22206,22126,22147,22157,22098,21983,22115,22028,22103,22147,22087,22029,22118,22015,22162,22112,22154,22124,22116,22048,22043,22202,22140,22112,22123,22138,22071,22082,22033,22186,22158,22128,22055,22170,22127,22108,22165,22040
X2,22097,22105,22140,22142,22102,22114,22151,22131,22103,22113,22130,22114,22213,22213,22132,22154,22164,22104,21989,22124,22035,22108,22152,22094,22035,22123,22020,22167,22118,22159,22130,22123,22055,22049,22206,22145,22118,22129,22145,22078,22090,22037,22194,22166,22136,22063,22178,22135,22116,22173,22049
X3,22098,22109,22145,22148,22108,22118,22155,22135,22108,22117,22136,22120,22221,22219,22138,22161,22171,22110,21996,22131,22042,22114,22157,22101,22041,22128,22025,22172,22124,22164,22136,22129,22062,22055,22210,22150,22124,22134,22152,22085,22098,22042,22201,22173,22143,22070,22185,22143,22124,22181,22057
X4,22099,22112,22150,22154,22113,22123,22159,22139,22113,22121,22141,22125,22228,22226,22143,22168,22177,22117,22002,22139,22049,22120,22162,22108,22047,22132,22029,22177,22130,22169,22141,22136,22069,22061,22213,22155,22130,22140,22158,22092,22105,22047,22209,22180,22150,22077,22191,22150,22132,22188,22065
X5,22100,22116,22155,22160,22118,22127,22163,22144,22118,22125,22147,22131,22235,22231,22149,22174,22184,22122,22008,22146,22056,22125,22167,22115,22053,22137,22034,22182,22136,22173,22146,22142,22075,22066,22217,22160,22135,22145,22164,22099,22112,22051,22216,22187,22156,22084,22198,22158,22139,22195,22073
X6,22102,22119,22160,22165,22123,22132,22166,22148,22123,22128,22152,22136,22242,22237,22154,22180,22190,22128,22014,22154,22062,22130,22172,22121,22058,22141,22038,22186,22142,22178,22151,22148,22081,22071,22220,22164,22141,22150,22170,22105,22119,22055,22222,22193,22162,22090,22204,22164,22146,22202,22081
X7,22103,22123,22165,22170,22128,22136,22170,22152,22127,22132,22157,22140,22249,22242,22159,22186,22196,22134,22020,22160,22068,22135,22176,22127,22064,22146,22042,22190,22147,22182,22156,22154,22087,22076,22224,22168,22146,22155,22176,22111,22125,22059,22229,22199,22168,22096,22209,22171,22152,22208,22088
X8,22105,22126,22169,22175,22133,22140,22174,22156,22132,22136,22162,22145,22255,22247,22163,22192,22202,22139,22025,22167,22074,22140,22181,22133,22069,22150,22046,22194,22152,22186,22160,22159,22093,22081,22227,22173,22150,22160,22181,22117,22131,22064,22235,22205,22174,22102,22215,22177,22158,22214,22095
X9,22106,22130,22174,22180,22137,22145,22177,22160,22136,22139,22166,22150,22261,22252,22168,22198,22207,22145,22030,22173,22080,22145,22185,22138,22074,22154,22050,22198,22157,22190,22165,22165,22098,22085,22230,22176,22155,22165,22186,22122,22137,22068,22240,22210,22179,22108,22220,22183,22164,22220,22101
X10,22108,22134,22178,22185,22142,22149,22181,22163,22140,22143,22171,22154,22266,22257,22172,22203,22213,22150,22035,22179,22085,22149,22190,22144,22078,22158,22054,22202,22161,22194,22169,22169,22103,22090,22233,22180,22159,22169,22191,22128,22143,22071,22246,22215,22185,22113,22225,22188,22170,22226,22107
X11,22110,22137,22182,22190,22147,22153,22185,22167,22144,22147,22175,22158,22271,22261,22176,22208,22218,22154,22040,22185,22090,22154,22194,22149,22083,22162,22057,22205,22166,22198,22172,22174,22108,22094,22236,22184,22164,22173,22196,22133,22148,22075,22251,22220,22189,22118,22230,22194,22175,22231,22113
X12,22112,22141,22186,22194,22151,22157,22188,22170,22148,22150,22179,22162,22276,22265,22180,22213,22223,22159,22045,22190,22095,22158,22198,22154,22087,22165,22060,22208,22170,22201,22176,22178,22112,22097,22238,22187,22168,22178,22200,22137,22153,22079,22256,22224,22194,22123,22234,22199,22180,22236,22119
X13,22114,22144,22190,22199,22155,22161,22192,22174,22152,22154,22183,22166,22281,22269,22184,22218,22228,22164,22049,22195,22100,22162,22202,22158,22091,22169,22063,22211,22174,22205,22179,22183,22116,22101,22241,22190,22171,22181,22205,22142,22158,22082,22260,22228,22198,22127,22239,22203,22184,22240,22124
X14,22116,22147,22194,22203,22160,22166,22195,22177,22155,22157,22187,22170,22285,22273,22188,22223,22233,22168,22054,22200,22104,22166,22206,22162,22094,22172,22066,22214,22177,22208,22182,22186,22120,22104,22244,22193,22175,22185,22209,22146,22163,22086,22265,22232,22202,22131,22243,22208,22188,22245,22129
X15,22119,22151,22198,22207,22164,22170,22199,22180,22159,22161,22191,22174,22289,22276,22191,22227,22237,22172,22058,22205,22108,22170,22210,22167,22098,22176,22069,22216,22181,22211,22185,22190,22123,22107,22246,22196,22178,22189,22212,22150,22167,22089,22269,22235,22206,22135,22246,22211,22192,22249,22133
X16,22121,22154,22202,22211,22168,22174,22202,22184,22162,22164,22194,22177,22293,22280,22195,22231,22242,22176,22061,22209,22112,22173,22213,22171,22101,22179,22071,22219,22184,22214,22188,22193,22126,22110,22248,22198,22181,22192,22216,22154,22171,22093,22272,22238,22210,22139,22250,22215,22196,22252,22137
X17,22124,22158,22205,22214,22172,22177,22205,22186,22165,22167,22198,22180,22296,22282,22198,22235,22246,22180,22065,22213,22116,22177,22217,22174,22104,22182,22074,22221,22187,22216,22190,22196,22129,22112,22250,22201,22184,22196,22219,22157,22175,22096,22276,22241,22213,22142,22253,22219,22199,22256,22141
X18,22127,22161,22209,22218,22176,22181,22209,22189,22168,22171,22201,22183,22299,22285,22201,22238,22250,22184,22068,22217,22119,22180,22220,22178,22107,22185,22076,22223,22189,22219,22192,22199,22132,22114,22252,22203,22187,22199,22222,22160,22178,22099,22279,22244,22216,22145,22256,22222,22202,22259,22145
X19,22129,22165,22212,22221,22180,22185,22212,22192,22171,22174,22204,22186,22302,22287,22203,22242,22254,22187,22072,22221,22122,22183,22224,22181,22109,22187,22078,22225,22192,22221,22194,22202,22134,22116,22254,22205,22190,22202,22224,22163,22181,22102,22282,22246,22219,22148,22258,22224,22204,22261,22148
X20,22132,22168,22215,22225,22183,22189,22215,22195,22174,22178,22207,22189,22304,22290,22206,22245,22258,22191,22075,22224,22125,22186,22227,22184,22112,22190,22080,22226,22194,22223,22196,22204,22136,22118,22256,22207,22192,22204,22227,22166,22184,22104,22284,22247,22221,22150,22260,22227,22207,22264,22151
X21,22135,22172,22218,22228,22187,22193,22218,22197,22176,22181,22209,22191,22306,22292,22208,22248,22261,22194,22077,22227,22128,22189,22230,22187,22114,22193,22081,22228,22196,22225,22197,22206,22137,22120,22258,22208,22194,22207,22229,22168,22187,22107,22286,22249,22223,22152,22262,22229,22209,22266,22153
X22,22139,22175,22221,22231,22191,22196,22222,22200,22179,22184,22212,22194,22308,22293,22210,22251,22265,22197,22080,22230,22130,22192,22233,22189,22116,22195,22083,22229,22198,22227,22198,22207,22139,22121,22259,22210,22196,22209,22231,22170,22189,22110,22288,22250,22225,22154,22264,22231,22210,22268,22156
X23,22142,22179,22224,22234,22194,22200,22225,22202,22181,22187,22214,22196,22309,22295,22212,22253,22268,22200,22082,22232,22132,22195,22236,22191,22118,22197,22084,22230,22199,22229,22199,22209,22140,22122,22261,22211,22198,22212,22233,22172,22192,22112,22290,22251,22227,22156,22266,22232,22211,22269,22157
X24,22145,22182,22227,22236,22197,22204,22228,22205,22183,22191,22216,22198,22311,22296,22214,22256,22271,22202,22085,22234,22134,22197,22239,22193,22119,22200,22085,22231,22201,22231,22200,22210,22140,22123,22262,22212,22199,22214,22234,22173,22193,22115,22291,22251,22228,22157,22267,22233,22212,22271,22159
