MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:19:35
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141935.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 26.0
Memory(MB) =, 4278
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22347 min:21979 range:368 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.5(CX15-16) 0.3(BX36-37) 4.3(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X29,21223,21440,21519,21538,21476,21564,21569,21573,21572,21503,21597,21571,21594,21701,21557,21594,21648,21595,21492,21654,21598,21600,21673,21640,21570,21714,21585,21702,21680,21714,21721,21718,21717,21607,21833,21694,21796,21793,21865,21814,21779,21715,21908,21843,21875,21800,21896,21893,21847,21902,21786,
X30,21221,21434,21494,21511,21476,21565,21569,21563,21557,21504,21597,21560,21597,21695,21565,21586,21652,21590,21484,21645,21584,21604,21674,21638,21572,21713,21585,21696,21693,21708,21716,21711,21708,21623,21841,21692,21796,21798,21850,21806,21767,21687,21894,21833,21869,21776,21897,21897,21856,21900,21776,
X31,21226,21444,21511,21529,21486,21576,21570,21569,21561,21498,21596,21557,21609,21706,21585,21607,21663,21611,21498,21650,21580,21607,21689,21644,21569,21716,21594,21709,21698,21728,21724,21712,21707,21617,21839,21682,21803,21802,21850,21801,21779,21713,21907,21823,21880,21780,21895,21889,21852,21906,21775,
X32,21238,21443,21526,21533,21496,21594,21594,21588,21581,21527,21617,21569,21627,21719,21599,21611,21659,21621,21512,21660,21604,21616,21679,21651,21578,21734,21593,21720,21703,21730,21730,21723,21701,21616,21852,21698,21816,21811,21863,21810,21788,21723,21919,21858,21889,21798,21898,21899,21851,21914,21782,
X33,21242,21452,21517,21526,21476,21584,21586,21565,21581,21539,21621,21579,21621,21709,21599,21608,21656,21621,21503,21667,21610,21607,21691,21656,21576,21729,21588,21726,21702,21728,21718,21719,21697,21626,21854,21700,21800,21811,21853,21812,21790,21730,21924,21840,21867,21775,21889,21891,21848,21921,21776,
X34,21247,21448,21517,21534,21474,21572,21571,21562,21575,21535,21613,21579,21609,21703,21571,21589,21644,21612,21486,21640,21581,21598,21663,21646,21558,21719,21589,21709,21685,21709,21710,21696,21677,21588,21834,21688,21791,21802,21847,21793,21788,21706,21906,21817,21862,21781,21887,21881,21836,21897,21763,
X35,21249,21451,21521,21529,21493,21574,21578,21562,21574,21538,21622,21577,21609,21692,21574,21584,21639,21593,21501,21632,21582,21587,21663,21638,21561,21717,21583,21703,21686,21721,21706,21712,21695,21594,21845,21683,21783,21793,21838,21796,21783,21716,21907,21841,21866,21786,21877,21887,21837,21887,21746,
X36,21265,21475,21540,21549,21528,21603,21592,21597,21586,21557,21640,21588,21608,21708,21599,21608,21673,21608,21507,21652,21592,21610,21680,21651,21563,21726,21605,21707,21692,21731,21731,21716,21717,21621,21859,21704,21820,21812,21857,21813,21811,21729,21928,21839,21878,21793,21892,21911,21844,21902,21775,
X37,21294,21489,21564,21566,21527,21621,21605,21608,21619,21573,21656,21619,21641,21727,21615,21617,21672,21641,21524,21673,21593,21608,21699,21655,21581,21746,21611,21727,21714,21740,21742,21735,21734,21634,21886,21735,21832,21839,21891,21836,21830,21759,21957,21865,21893,21814,21920,21917,21867,21915,21798,

Sensor data,All Nodes,Exclude 4 Borders(Center)
Maximum,21962,21962
Median,21645,21647
Average,21653,21660
Minimum,21160,21338
Maximum - Minimum,802,624
Checksum1,5277,Checksum2,5340


//// 2) Chip ID check
PASS
  Chip: FID:A4 VID:0D RID:03
  Setting:FID:A4(Check) VID:0D(Check) RID:00(Ignore)

//// 3) Load Firmware
PASS
Firmware file: FWCFG\mXT2954T2_0x0D_2.3.AB_PROD.enc
Version match: V23AB


//// 4) Confirm Firmware
PASS
Version match with 0x23AB

//// 6) Load Configure
PASS
Chksum 0x9F1F72 match. Skip configure upgrade



//// 7) Confirm CheckSum
PASS
Chksum 0x9F1F72 match.

//// 14) Reset Pin Open Test
PASS
Time limit < 1 sec
Reset happens at 2 sec

//// 15) INT/CHG Pin Test
PASS


//// 16) Processor Test
PASS


//// 17) AVDD Test
PASS


//// 18) Pin Fault Test
PASS


//// 24) I2C Test
PASS.
    I2C mode: OBP.
    Address 0x4B matches


//// 26) Ref check - 1 region
PASS
    Sensor max:22347 min:21979 range:368
    Reference spec: max:23500 min:20500 range:1800

//// 29) Sensor Variant
PASS
    Sensor pass sensor variant.
Inspector options:
  Inspector Type: 0
  Minimize failure nodes distance: Not allow defect node(stylus project)
  Sensor average: 5795
  X Spec: Positvie 869 (15%)  Negative -695 (-12%)
  Y Spec: Positive 869 (15%)  Negative -695 (-12%)
  Max allowed defect nodes: 0
  X Max Error: Positive 142  Negative -143
  Y Max Error: Positive 60  Negative -57
  Detected defect nodes: 0 (Pass)

// Sensor X line trend data
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,22131,22128,22125,22123,22121,22118,22116,22114,22112,22111,22109,22107,22106,22104,22103,22102,22101,22100,22099,22098,22097,22097,22096,22096,22095,22095,22095,22095,22095,22095,22096,22096,22097,22097,22098,22099,22100,22101,22102,22103,22104,22106,22107,22109,22111,22113,22115,22117,22119,22121,22123
X1,22144,22142,22140,22138,22136,22134,22133,22131,22130,22129,22127,22126,22125,22124,22123,22122,22122,22121,22120,22120,22120,22119,22119,22119,22119,22119,22119,22119,22119,22120,22120,22121,22121,22122,22123,22124,22125,22126,22127,22128,22129,22131,22132,22134,22136,22137,22139,22141,22143,22145,22147
X2,22135,22133,22132,22131,22129,22128,22127,22126,22125,22124,22123,22122,22122,22121,22120,22120,22119,22119,22119,22119,22118,22118,22118,22118,22118,22118,22119,22119,22119,22120,22120,22121,22121,22122,22122,22123,22124,22125,22126,22127,22128,22129,22131,22132,22133,22135,22136,22138,22140,22141,22143
X3,22130,22129,22129,22129,22129,22129,22129,22129,22129,22128,22128,22128,22128,22128,22128,22127,22127,22127,22127,22127,22126,22126,22126,22126,22126,22125,22125,22125,22125,22124,22124,22124,22124,22123,22123,22123,22122,22122,22122,22122,22121,22121,22121,22120,22120,22120,22119,22119,22119,22118,22118
X4,22148,22147,22147,22147,22147,22146,22146,22146,22146,22145,22145,22145,22145,22144,22144,22144,22144,22144,22143,22143,22143,22143,22143,22143,22143,22143,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142,22142
X5,22132,22132,22132,22132,22132,22132,22133,22133,22133,22133,22133,22133,22133,22133,22133,22132,22132,22132,22132,22132,22132,22132,22132,22132,22132,22132,22131,22131,22131,22131,22131,22130,22130,22130,22130,22130,22129,22129,22129,22129,22128,22128,22128,22127,22127,22127,22126,22126,22126,22125,22125
X6,22131,22131,22130,22129,22129,22128,22128,22127,22127,22126,22126,22126,22125,22125,22125,22124,22124,22124,22123,22123,22123,22123,22123,22122,22122,22122,22122,22122,22122,22122,22122,22122,22122,22122,22122,22122,22123,22123,22123,22123,22123,22123,22124,22124,22124,22125,22125,22125,22126,22126,22127
X7,22135,22134,22132,22130,22129,22128,22126,22125,22124,22123,22122,22121,22120,22119,22118,22117,22117,22116,22116,22115,22115,22115,22115,22114,22114,22114,22114,22114,22115,22115,22115,22116,22116,22117,22117,22118,22119,22119,22120,22121,22122,22123,22125,22126,22127,22128,22130,22131,22133,22135,22136
X8,22134,22133,22132,22131,22130,22129,22128,22128,22127,22126,22126,22125,22124,22124,22123,22123,22122,22122,22122,22121,22121,22121,22121,22121,22120,22120,22120,22120,22120,22121,22121,22121,22121,22121,22122,22122,22122,22123,22123,22124,22124,22125,22125,22126,22127,22127,22128,22129,22130,22131,22132
X9,22146,22145,22144,22143,22142,22142,22141,22140,22140,22139,22138,22138,22137,22137,22137,22136,22136,22136,22135,22135,22135,22135,22135,22135,22134,22134,22135,22135,22135,22135,22135,22135,22136,22136,22136,22137,22137,22137,22138,22138,22139,22140,22140,22141,22142,22142,22143,22144,22145,22146,22147
X10,22164,22164,22164,22164,22163,22163,22163,22163,22162,22162,22162,22162,22162,22162,22162,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22162,22162,22162,22162,22162,22162,22163,22163,22163,22163,22164,22164,22164,22164,22165,22165,22165,22166,22166,22167,22167,22167,22168
X11,22158,22158,22158,22158,22158,22158,22159,22159,22159,22159,22159,22160,22160,22160,22160,22160,22161,22161,22161,22162,22162,22162,22162,22163,22163,22163,22164,22164,22164,22165,22165,22165,22166,22166,22167,22167,22167,22168,22168,22169,22169,22170,22170,22171,22171,22172,22172,22173,22173,22174,22174
X12,22157,22156,22155,22155,22155,22154,22154,22154,22153,22153,22153,22153,22153,22153,22153,22153,22154,22154,22154,22155,22155,22156,22156,22157,22158,22158,22159,22160,22161,22162,22163,22164,22165,22166,22167,22169,22170,22171,22173,22174,22176,22177,22179,22181,22182,22184,22186,22188,22190,22192,22194
X13,22159,22159,22159,22159,22159,22159,22159,22159,22160,22160,22160,22161,22161,22161,22162,22162,22163,22163,22164,22165,22165,22166,22167,22167,22168,22169,22170,22170,22171,22172,22173,22174,22175,22176,22177,22178,22180,22181,22182,22183,22184,22186,22187,22188,22190,22191,22193,22194,22196,22197,22199
X14,22156,22156,22157,22157,22157,22157,22157,22158,22158,22158,22158,22159,22159,22160,22160,22161,22161,22162,22162,22163,22164,22164,22165,22166,22166,22167,22168,22169,22170,22171,22172,22173,22174,22175,22176,22177,22178,22179,22180,22181,22183,22184,22185,22187,22188,22189,22191,22192,22194,22195,22197
X15,22174,22173,22172,22172,22171,22170,22169,22169,22168,22168,22167,22167,22167,22167,22167,22167,22167,22167,22167,22167,22168,22168,22169,22169,22170,22171,22171,22172,22173,22174,22175,22177,22178,22179,22181,22182,22184,22185,22187,22189,22190,22192,22194,22196,22199,22201,22203,22205,22208,22210,22213
X16,22203,22202,22201,22200,22199,22199,22198,22197,22197,22196,22195,22195,22195,22194,22194,22194,22194,22194,22194,22194,22194,22195,22195,22195,22196,22196,22197,22198,22198,22199,22200,22201,22202,22203,22204,22206,22207,22208,22210,22211,22213,22214,22216,22218,22220,22222,22224,22226,22228,22230,22232
X17,22214,22213,22211,22209,22208,22207,22206,22204,22203,22202,22201,22201,22200,22199,22199,22198,22198,22197,22197,22197,22197,22197,22197,22197,22197,22197,22198,22198,22199,22199,22200,22201,22202,22203,22204,22205,22206,22207,22209,22210,22212,22213,22215,22217,22219,22221,22223,22225,22227,22229,22232
X18,22237,22236,22234,22233,22232,22231,22230,22229,22228,22227,22226,22226,22225,22224,22224,22223,22223,22223,22222,22222,22222,22222,22222,22222,22222,22222,22222,22223,22223,22223,22224,22224,22225,22225,22226,22227,22228,22229,22229,22230,22231,22233,22234,22235,22236,22238,22239,22241,22242,22244,22245
X19,22226,22225,22223,22222,22221,22220,22219,22217,22216,22216,22215,22214,22213,22212,22212,22211,22210,22210,22209,22209,22209,22208,22208,22208,22208,22208,22207,22207,22208,22208,22208,22208,22208,22209,22209,22209,22210,22210,22211,22212,22212,22213,22214,22215,22216,22217,22218,22219,22220,22221,22222
X20,22217,22216,22214,22213,22211,22210,22209,22207,22206,22205,22204,22203,22202,22201,22201,22200,22199,22199,22198,22198,22197,22197,22197,22197,22196,22196,22196,22196,22196,22197,22197,22197,22198,22198,22198,22199,22200,22200,22201,22202,22203,22204,22205,22206,22207,22208,22209,22210,22212,22213,22215
X21,22230,22228,22226,22224,22222,22221,22219,22217,22216,22215,22213,22212,22211,22210,22209,22208,22207,22207,22206,22205,22205,22205,22204,22204,22204,22204,22204,22204,22204,22205,22205,22205,22206,22206,22207,22208,22209,22210,22211,22212,22213,22214,22216,22217,22218,22220,22222,22223,22225,22227,22229
X22,22213,22211,22209,22207,22205,22204,22202,22200,22199,22197,22196,22195,22194,22193,22192,22191,22190,22189,22189,22188,22188,22187,22187,22187,22187,22187,22187,22187,22187,22188,22188,22189,22189,22190,22191,22192,22192,22194,22195,22196,22197,22199,22200,22202,22203,22205,22207,22209,22211,22213,22215
X23,22209,22207,22205,22204,22202,22200,22199,22197,22196,22195,22194,22192,22191,22190,22189,22189,22188,22187,22186,22186,22185,22185,22184,22184,22184,22183,22183,22183,22183,22183,22183,22183,22184,22184,22184,22185,22185,22186,22186,22187,22188,22189,22190,22191,22192,22193,22194,22195,22196,22198,22199
X24,22193,22191,22189,22188,22186,22185,22184,22182,22181,22180,22179,22178,22177,22176,22175,22174,22173,22173,22172,22172,22171,22171,22170,22170,22170,22170,22170,22170,22170,22170,22170,22171,22171,22171,22172,22173,22173,22174,22175,22175,22176,22177,22178,22179,22181,22182,22183,22185,22186,22187,22189
X25,22194,22192,22190,22188,22187,22185,22183,22182,22180,22179,22177,22176,22175,22174,22173,22172,22172,22171,22170,22170,22170,22169,22169,22169,22169,22169,22169,22169,22170,22170,22171,22171,22172,22173,22173,22174,22176,22177,22178,22179,22181,22182,22184,22185,22187,22189,22191,22193,22195,22197,22200
X26,22213,22211,22209,22208,22206,22204,22203,22201,22200,22198,22197,22196,22195,22194,22193,22192,22191,22191,22190,22189,22189,22188,22188,22188,22188,22188,22188,22188,22188,22188,22188,22189,22189,22190,22190,22191,22192,22192,22193,22194,22195,22197,22198,22199,22200,22202,22203,22205,22207,22208,22210
X27,22221,22220,22218,22216,22214,22213,22211,22210,22208,22207,22206,22205,22204,22203,22202,22201,22200,22200,22199,22198,22198,22198,22197,22197,22197,22197,22197,22197,22197,22197,22198,22198,22199,22199,22200,22200,22201,22202,22203,22204,22205,22206,22207,22209,22210,22211,22213,22215,22216,22218,22220
X28,22228,22227,22225,22223,22222,22220,22219,22218,22216,22215,22214,22213,22212,22211,22210,22209,22209,22208,22208,22207,22207,22206,22206,22206,22206,22206,22206,22206,22206,22206,22206,22207,22207,22208,22208,22209,22210,22210,22211,22212,22213,22214,22215,22217,22218,22219,22221,22222,22224,22225,22227
X29,22209,22207,22206,22204,22203,22201,22200,22199,22198,22197,22196,22195,22194,22193,22192,22191,22191,22190,22190,22189,22189,22189,22188,22188,22188,22188,22188,22188,22188,22188,22188,22189,22189,22190,22190,22191,22191,22192,22193,22194,22194,22195,22196,22198,22199,22200,22201,22202,22204,22205,22207
X30,22203,22202,22201,22200,22199,22198,22198,22197,22196,22196,22195,22194,22194,22193,22193,22192,22192,22192,22191,22191,22191,22191,22190,22190,22190,22190,22190,22190,22190,22190,22190,22190,22190,22190,22191,22191,22191,22191,22192,22192,22193,22193,22193,22194,22195,22195,22196,22196,22197,22198,22199
X31,22219,22218,22217,22216,22215,22214,22213,22212,22211,22210,22209,22208,22208,22207,22206,22206,22205,22204,22204,22203,22203,22202,22202,22202,22201,22201,22201,22201,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22201,22201,22201,22201,22202,22202,22203,22203,22204,22204,22205
X32,22225,22223,22222,22220,22219,22218,22216,22215,22214,22213,22212,22211,22210,22209,22208,22207,22206,22205,22205,22204,22203,22203,22202,22202,22202,22201,22201,22201,22201,22200,22200,22200,22200,22201,22201,22201,22201,22201,22202,22202,22203,22203,22204,22204,22205,22206,22206,22207,22208,22209,22210
X33,22230,22228,22227,22226,22225,22224,22223,22222,22221,22220,22219,22218,22217,22216,22215,22215,22214,22213,22213,22212,22211,22211,22210,22210,22209,22209,22209,22208,22208,22208,22207,22207,22207,22207,22207,22207,22207,22207,22207,22207,22207,22207,22207,22208,22208,22208,22209,22209,22209,22210,22210
X34,22231,22228,22226,22223,22221,22218,22216,22214,22212,22210,22208,22206,22204,22202,22201,22199,22198,22197,22195,22194,22193,22192,22191,22191,22190,22189,22189,22188,22188,22188,22188,22188,22188,22188,22188,22189,22189,22190,22190,22191,22192,22192,22193,22195,22196,22197,22198,22200,22201,22203,22205
X35,22238,22234,22231,22228,22225,22222,22220,22217,22214,22212,22210,22207,22205,22203,22201,22200,22198,22196,22195,22194,22192,22191,22190,22189,22188,22188,22187,22187,22186,22186,22186,22186,22186,22186,22186,22187,22187,22188,22188,22189,22190,22191,22192,22193,22195,22196,22198,22199,22201,22203,22205
X36,22269,22265,22261,22257,22254,22250,22247,22243,22240,22237,22234,22231,22229,22226,22224,22222,22220,22218,22216,22214,22213,22212,22210,22209,22208,22207,22207,22206,22206,22205,22205,22205,22205,22206,22206,22206,22207,22208,22209,22210,22211,22213,22214,22216,22217,22219,22221,22223,22226,22228,22231
X37,22298,22293,22289,22285,22281,22278,22274,22271,22267,22264,22261,22258,22256,22253,22251,22248,22246,22244,22243,22241,22239,22238,22237,22236,22235,22234,22233,22233,22233,22232,22232,22232,22233,22233,22234,22234,22235,22236,22237,22239,22240,22242,22243,22245,22247,22249,22251,22254,22257,22259,22262

// Sensor Y line trend data
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,22094,22099,22131,22129,22091,22107,22145,22124,22094,22106,22120,22101,22196,22199,22121,22141,22150,22093,21977,22108,22024,22099,22142,22081,22023,22114,22012,22159,22108,22150,22119,22109,22042,22040,22201,22137,22108,22117,22134,22064,22077,22031,22179,22153,22123,22050,22165,22122,22103,22157,22032
X1,22095,22102,22136,22135,22096,22111,22148,22128,22099,22109,22125,22107,22204,22205,22127,22148,22157,22099,21984,22116,22031,22104,22147,22088,22030,22119,22017,22164,22115,22155,22124,22116,22049,22045,22204,22141,22114,22123,22140,22071,22084,22036,22187,22160,22130,22057,22172,22130,22111,22165,22040
X2,22095,22105,22140,22140,22101,22115,22152,22132,22103,22113,22131,22112,22212,22212,22132,22155,22163,22105,21990,22123,22038,22109,22152,22094,22036,22123,22022,22169,22121,22160,22130,22122,22056,22051,22208,22146,22119,22128,22147,22078,22091,22040,22194,22167,22137,22064,22179,22137,22119,22172,22049
X3,22096,22108,22145,22146,22106,22119,22155,22136,22108,22116,22136,22118,22219,22217,22137,22161,22169,22110,21996,22131,22045,22115,22157,22101,22041,22128,22026,22173,22127,22164,22135,22129,22063,22056,22211,22151,22125,22133,22153,22084,22098,22044,22201,22174,22144,22071,22185,22145,22126,22180,22057
X4,22096,22111,22150,22151,22110,22123,22158,22140,22112,22120,22141,22123,22226,22223,22142,22168,22176,22116,22002,22138,22051,22119,22161,22107,22047,22132,22031,22178,22132,22169,22140,22135,22069,22061,22214,22155,22130,22139,22159,22091,22105,22048,22208,22180,22150,22078,22191,22152,22133,22187,22065
X5,22097,22115,22154,22156,22115,22127,22162,22143,22117,22123,22146,22128,22233,22229,22147,22174,22182,22122,22008,22145,22057,22124,22166,22113,22053,22136,22035,22182,22138,22173,22145,22141,22075,22066,22217,22159,22135,22144,22164,22097,22112,22052,22215,22186,22156,22084,22197,22158,22140,22193,22072
X6,22098,22118,22158,22161,22120,22130,22165,22147,22121,22126,22151,22132,22239,22234,22152,22180,22188,22127,22014,22152,22063,22129,22170,22119,22058,22140,22039,22186,22143,22177,22149,22147,22081,22071,22220,22163,22140,22148,22170,22103,22118,22056,22221,22192,22162,22090,22203,22165,22146,22200,22080
X7,22099,22121,22163,22166,22125,22134,22168,22150,22125,22130,22155,22137,22245,22239,22156,22185,22193,22132,22019,22158,22069,22134,22175,22125,22063,22144,22043,22189,22148,22181,22154,22152,22086,22075,22223,22167,22145,22153,22175,22109,22124,22060,22227,22198,22168,22096,22208,22171,22152,22206,22087
X8,22100,22124,22167,22171,22129,22138,22172,22154,22129,22133,22160,22142,22251,22244,22160,22191,22199,22137,22025,22164,22075,22138,22179,22130,22068,22148,22047,22193,22153,22185,22158,22157,22091,22079,22226,22171,22149,22158,22180,22114,22130,22064,22233,22203,22173,22101,22213,22177,22158,22212,22093
X9,22102,22127,22171,22176,22134,22142,22175,22157,22133,22136,22164,22146,22257,22248,22165,22196,22204,22142,22030,22170,22080,22142,22183,22135,22072,22152,22051,22197,22157,22189,22162,22162,22096,22083,22229,22174,22154,22162,22185,22120,22135,22067,22239,22208,22178,22106,22218,22182,22164,22217,22099
X10,22103,22131,22175,22180,22138,22146,22179,22161,22137,22140,22168,22150,22262,22253,22169,22202,22209,22147,22034,22176,22085,22147,22187,22140,22077,22155,22054,22200,22162,22192,22166,22167,22101,22087,22232,22178,22158,22166,22190,22125,22140,22071,22244,22213,22183,22111,22223,22187,22169,22223,22105
X11,22105,22134,22179,22185,22142,22150,22182,22164,22140,22143,22173,22154,22267,22257,22173,22206,22215,22151,22039,22181,22090,22151,22191,22145,22081,22159,22057,22203,22166,22196,22169,22172,22105,22091,22234,22181,22162,22170,22194,22130,22146,22074,22249,22217,22188,22116,22228,22192,22174,22228,22111
X12,22107,22137,22183,22189,22147,22154,22185,22167,22144,22147,22176,22158,22271,22261,22176,22211,22219,22156,22044,22187,22095,22155,22195,22150,22085,22162,22060,22206,22170,22199,22173,22176,22109,22094,22237,22184,22166,22174,22198,22134,22150,22078,22254,22221,22192,22121,22232,22197,22179,22232,22117
X13,22109,22141,22187,22193,22151,22158,22188,22170,22147,22150,22180,22162,22276,22264,22180,22216,22224,22160,22048,22192,22099,22159,22199,22154,22089,22166,22063,22209,22173,22202,22176,22180,22113,22097,22239,22187,22169,22178,22202,22138,22155,22081,22258,22225,22196,22125,22236,22201,22183,22237,22122
X14,22111,22144,22191,22197,22155,22162,22192,22173,22151,22153,22184,22166,22280,22268,22184,22220,22229,22164,22052,22196,22103,22162,22203,22158,22092,22169,22066,22211,22177,22205,22179,22184,22117,22100,22241,22190,22173,22182,22206,22142,22159,22084,22262,22229,22200,22129,22240,22206,22187,22241,22126
X15,22113,22147,22194,22201,22159,22165,22195,22176,22154,22157,22187,22169,22284,22271,22187,22224,22233,22168,22056,22201,22107,22166,22206,22162,22096,22172,22069,22214,22180,22208,22182,22187,22120,22103,22244,22192,22176,22185,22209,22146,22163,22088,22266,22232,22204,22133,22243,22209,22191,22245,22131
X16,22116,22151,22198,22205,22163,22169,22198,22179,22157,22160,22191,22172,22287,22274,22190,22228,22238,22172,22060,22205,22111,22170,22210,22166,22099,22175,22071,22216,22183,22211,22184,22191,22123,22105,22246,22195,22179,22189,22213,22150,22167,22091,22270,22235,22207,22136,22246,22213,22194,22248,22135
X17,22118,22154,22201,22209,22167,22173,22202,22182,22160,22163,22194,22176,22291,22277,22193,22232,22242,22176,22063,22209,22114,22173,22214,22170,22102,22178,22073,22218,22186,22213,22186,22194,22126,22108,22248,22197,22182,22192,22216,22153,22171,22094,22273,22238,22211,22139,22249,22216,22197,22252,22139
X18,22121,22157,22204,22212,22171,22177,22205,22185,22163,22167,22197,22179,22293,22280,22196,22236,22246,22180,22067,22213,22118,22176,22217,22173,22105,22181,22075,22220,22189,22216,22188,22196,22128,22110,22250,22199,22184,22195,22219,22156,22174,22097,22276,22240,22214,22142,22252,22219,22200,22255,22142
X19,22124,22161,22208,22216,22175,22181,22208,22188,22166,22170,22200,22182,22296,22282,22199,22239,22250,22183,22070,22217,22121,22180,22220,22176,22107,22184,22077,22222,22192,22218,22190,22199,22130,22112,22252,22201,22187,22198,22221,22159,22178,22100,22279,22242,22216,22145,22255,22222,22203,22258,22145
X20,22127,22164,22211,22219,22178,22185,22211,22190,22169,22173,22203,22184,22299,22284,22201,22242,22253,22186,22073,22220,22124,22183,22223,22179,22110,22186,22079,22223,22194,22220,22192,22201,22132,22113,22253,22203,22189,22201,22224,22162,22181,22103,22281,22244,22219,22147,22257,22224,22205,22260,22148
X21,22130,22168,22214,22222,22182,22188,22215,22193,22171,22177,22206,22187,22301,22286,22203,22245,22257,22189,22076,22223,22126,22186,22227,22182,22112,22189,22081,22225,22196,22222,22193,22203,22134,22115,22255,22205,22191,22204,22226,22164,22183,22105,22284,22245,22221,22150,22259,22227,22207,22262,22151
X22,22133,22171,22217,22225,22186,22192,22218,22195,22174,22180,22208,22189,22302,22288,22206,22248,22260,22192,22078,22226,22129,22188,22230,22184,22114,22192,22082,22226,22198,22224,22195,22205,22135,22116,22257,22206,22193,22206,22228,22167,22186,22108,22286,22247,22223,22152,22261,22228,22208,22264,22153
X23,22137,22175,22220,22228,22189,22196,22221,22198,22176,22184,22211,22192,22304,22289,22208,22251,22263,22195,22081,22228,22131,22191,22232,22187,22116,22194,22083,22227,22199,22226,22196,22207,22136,22117,22258,22207,22195,22208,22230,22168,22188,22110,22287,22247,22225,22153,22262,22230,22210,22266,22155
X24,22140,22178,22223,22231,22193,22200,22224,22200,22179,22187,22213,22194,22305,22291,22210,22253,22266,22198,22083,22230,22133,22194,22235,22189,22117,22196,22084,22228,22201,22228,22197,22208,22137,22118,22260,22209,22197,22211,22232,22170,22190,22113,22289,22248,22226,22155,22264,22231,22211,22267,22157
